"suite"	"fid"	"iid"	"run_id"	"dimensions"	"cluster"	"disp.ratio_mean_02"	"disp.ratio_mean_05"	"disp.ratio_mean_10"	"disp.ratio_mean_25"	"disp.ratio_median_02"	"disp.ratio_median_05"	"disp.ratio_median_10"	"disp.ratio_median_25"	"disp.diff_mean_02"	"disp.diff_mean_05"	"disp.diff_mean_10"	"disp.diff_mean_25"	"disp.diff_median_02"	"disp.diff_median_05"	"disp.diff_median_10"	"disp.diff_median_25"	"ela_meta.lin_simple.adj_r2"	"ela_meta.lin_simple.intercept"	"ela_meta.lin_simple.coef.min"	"ela_meta.lin_simple.coef.max"	"ela_meta.lin_simple.coef.max_by_min"	"ela_meta.lin_w_interact.adj_r2"	"ela_meta.quad_simple.adj_r2"	"ela_meta.quad_simple.cond"	"ela_meta.quad_w_interact.adj_r2"	"ela_level.mmce_lda_10"	"ela_level.mmce_qda_10"	"ela_level.mmce_mda_10"	"ela_level.lda_qda_10"	"ela_level.lda_mda_10"	"ela_level.qda_mda_10"	"ela_level.mmce_lda_25"	"ela_level.mmce_qda_25"	"ela_level.mmce_mda_25"	"ela_level.lda_qda_25"	"ela_level.lda_mda_25"	"ela_level.qda_mda_25"	"ela_level.mmce_lda_50"	"ela_level.mmce_qda_50"	"ela_level.mmce_mda_50"	"ela_level.lda_qda_50"	"ela_level.lda_mda_50"	"ela_level.qda_mda_50"	"ela_distr.skewness"	"ela_distr.kurtosis"	"ela_distr.number_of_peaks"	"ic.h.max"	"ic.eps.max"	"ic.eps.ratio"	"ic.m0"	"nbc.nn_nb.sd_ratio"	"nbc.nn_nb.mean_ratio"	"nbc.nn_nb.cor"	"nbc.dist_ratio.coeff_var"	"nbc.nb_fitness.cor"	"pca.expl_var.cov_x"	"pca.expl_var.cor_x"	"pca.expl_var.cov_init"	"pca.expl_var.cor_init"	"pca.expl_var_PC1.cov_x"	"pca.expl_var_PC1.cor_x"	"pca.expl_var_PC1.cov_init"	"pca.expl_var_PC1.cor_init"	"labels"
"150"	"cec2014"	3	1	15.5	10	24	0.9864	0.9823	0.9836	0.98445	0.9836	0.9804	0.98175	0.9828	-3.4534	-4.4891	-4.15065	-3.944	-4.1722	-4.96855	-4.63045	-4.3642	0.01065	3378022724.93355	226701.0845	4899229.8312	20.47695	0.7098	0.30835	255.7597	1	0.1	0.04835	0.1	2.0672	1	0.48375	0.25	0.0773	0.0861	3.2336	2.9052	0.90365	0.4786	0.0784	0.0483	6.10405	9.8473	1.647	1.51775	1.78005	17	0.75525	7277416.17155	7.2322	0.56105	0.0583	0.9395	0.05985	0.09855	-0.3055	0.9	0.9	0.0909	0.9091	0.1197	0.1197	1	0.11025	4
"151"	"cec2014"	4	1	15.5	10	10	0.7259	0.7854	0.8284	0.89035	0.72365	0.78335	0.8279	0.88955	-69.43735	-54.36715	-43.47065	-27.7782	-70.14	-54.9819	-43.6842	-28.03295	0.4607	42601.9786	6.36845	223.82165	35.61655	0.646	0.71955	41.33125	0.97995	0.0744	0.0452	0.06655	1.65635	1.1229	0.6795	0.14645	0.08405	0.09695	1.73935	1.4885	0.85565	0.21185	0.1238	0.13075	1.69795	1.62055	0.96055	1.2872	1.89955	5	0.78855	73.5981	2.1672	0.5395	0.10235	0.96165	0.0945	0.06835	-0.3586	0.9	0.9	0.0909	0.9091	0.1203	0.1203	1	0.1545	5
"152"	"cec2014"	5	1	15.5	10	6	0.99805	1.0021	0.9998	1.00065	0.9999	1.00185	0.99935	1.00065	-0.49725	0.53445	-0.0535	0.15995	-0.02635	0.4736	-0.162	0.16135	-2e-04	521.6938	1.86255e-06	1e-04	31.0342	-6e-04	-0.00015	30.284	-0.00105	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50175	0.5007	0.50215	0.9986	1.00015	1.0004	-0.6312	0.48125	1	0.86835	0.0016	-2.5576	0.66595	0.0487	0.9117	0.05	0.1235	-0.6564	0.9	0.9	0.8182	0.9091	0.12005	0.12005	0.12005	0.10915	8
"153"	"cec2014"	6	1	15.5	10	5	0.9056	0.9248	0.9383	0.95825	0.9049	0.9239	0.93725	0.9571	-23.9155	-19.0488	-15.6328	-10.5706	-24.13065	-19.30705	-15.9122	-10.89705	0.08365	619.5372	2e-04	0.0082	36.91445	0.1739	0.17075	17.55365	0.4196	0.1	0.1004	0.1	0.9963	1	1.0037	0.25065	0.24375	0.2483	1.02825	1.00955	0.979	0.4054	0.3313	0.3711	1.22335	1.08925	0.8907	0.01655	-0.0115	1	0.86375	0.0139	-1.6166	0.618	0.06115	0.9314	0.0683	0.10335	-0.554	0.9	0.9	0.8182	0.9091	0.12005	0.12005	0.12005	0.11895	5
"154"	"cec2014"	7	1	15.5	10	2	0.68225	0.75105	0.8039	0.87445	0.68405	0.7524	0.80485	0.87515	-80.4928	-63.05495	-49.69	-31.81275	-80.1839	-62.8255	-49.5519	-31.68175	0.7884	1568.37005	0.19185	4.2842	22.6526	0.82555	0.9653	3.98325	1	0.0724	0.0447	0.0649	1.60725	1.10715	0.68975	0.1231	0.07985	0.09555	1.5096	1.27175	0.84205	0.1401	0.10035	0.1032	1.39245	1.35	0.972	0.5013	-0.1929	1	0.8251	0.9888	0.2252	0.53245	0.10915	0.96695	0.0963	0.06135	-0.36015	0.9	0.9	0.4545	0.8182	0.12015	0.12015	0.81475	0.1728	7
"155"	"cec2014"	8	1	15.5	10	7	0.7207	0.76625	0.8042	0.86605	0.7204	0.76655	0.805	0.8675	-70.75645	-59.22365	-49.59705	-33.9349	-70.9648	-59.24745	-49.4953	-33.62615	0.61985	1042.8756	0.0404	0.38475	9.55225	0.6232	0.84015	1.16465	0.8405	0.0917	0.07685	0.088	1.19805	1.0441	0.87065	0.17265	0.1423	0.16405	1.2244	1.0585	0.86445	0.2093	0.17665	0.2041	1.1883	1.0331	0.8653	0.2806	0.02205	1	0.86005	0.2262	-0.4154	0.6027	0.0839	0.95325	0.0725	0.0785	-0.44315	0.9	0.9	0.8182	0.8182	0.1204	0.1204	0.1601	0.16375	4
"156"	"cec2014"	9	1	15.5	10	8	0.72495	0.76765	0.8054	0.8664	0.72345	0.7677	0.80555	0.86725	-69.68815	-58.8661	-49.29255	-33.8553	-70.20675	-58.9529	-49.34985	-33.6891	0.41785	1162.62865	0.05185	0.4594	8.8359	0.59535	0.71515	2.8238	0.8889	0.096	0.0776	0.0912	1.24365	1.047	0.8444	0.196	0.1403	0.16485	1.4027	1.1905	0.84625	0.2587	0.16695	0.1815	1.56005	1.43105	0.927	0.52675	0.39235	1	0.8535	0.2657	-0.3554	0.5885	0.09095	0.9563	0.08415	0.07525	-0.43635	0.9	0.9	0.9091	0.9091	0.12095	0.12095	0.17325	0.15165	3
"157"	"cec2014"	10	1	15.5	10	12	0.99235	0.99495	0.99615	0.99915	0.99115	0.9954	0.9958	0.99885	-1.94395	-1.28515	-0.97815	-0.21085	-2.2387	-1.1679	-1.06655	-0.29785	0.03285	4963.80435	0.03805	1.1391	28.13955	0.03325	0.05285	12.51355	0.0659	0.1	0.1	0.1	1	1	1	0.25	0.2501	0.2501	1	0.99975	1	0.4424	0.43955	0.4469	1.0077	0.99305	0.9832	-0.02525	-0.0663	1	0.8714	4.223	0.8659	0.66575	0.0509	0.91075	0.05125	0.124	-0.6122	0.9	0.9	0.0909	0.9091	0.1201	0.1201	0.9215	0.11305	6
"158"	"cec2014"	11	1	15.5	10	12	0.9679	0.9757	0.98065	0.9867	0.968	0.97575	0.9804	0.9865	-8.1341	-6.1618	-4.90095	-3.36895	-8.11805	-6.15645	-4.9751	-3.4239	0.0281	5151.2088	0.0277	1.22635	47.2708	0.0315	0.0335	22.9281	0.0444	0.1	0.1	0.1	1	1	1	0.25	0.2502	0.2501	0.999	0.9995	1.0005	0.45035	0.4472	0.45325	1.002	0.99625	0.9913	-0.0205	-0.0668	1	0.8722	4.4223	0.8659	0.6646	0.04605	0.9142	0.0505	0.12075	-0.6157	0.9	0.9	0.0909	0.9091	0.12105	0.12105	0.92225	0.1126	8
"159"	"cec2014"	12	1	15.5	10	6	0.9956	0.99585	0.9975	0.99975	0.99615	0.9952	0.9973	0.9999	-1.12655	-1.0518	-0.6342	-0.06265	-0.97645	-1.22335	-0.67715	-0.01785	-3e-04	1216.2228	1e-04	0.0025	26.6199	-5.449045e-05	-0.00015	22.25975	-0.0013	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50075	0.4999	0.501	1.00085	0.9996	0.99925	0.51395	-0.1175	1	0.87	0.0461	-1.0961	0.66595	0.0443	0.9114	0.04345	0.12345	-0.5727	0.9	0.9	0.8182	0.9091	0.11985	0.11985	0.1197	0.109	1
"160"	"cec2014"	13	1	15.5	10	7	0.6701	0.73775	0.7917	0.86845	0.67085	0.7388	0.79295	0.8697	-83.58495	-66.447	-52.76945	-33.3313	-83.51135	-66.2882	-52.54735	-33.07785	0.8185	1314.32305	5e-04	0.0564	106.1617	0.8343	0.9876	3.8994	1	0.0717	0.0447	0.0637	1.6076	1.1203	0.69255	0.1181	0.07945	0.09085	1.4895	1.27305	0.8675	0.12875	0.0948	0.10185	1.35325	1.25105	0.9224	0.5635	0.0438	1	0.8262	0.0139	-1.6366	0.5319	0.1284	0.96715	0.1227	0.0606	-0.3511	0.9	0.9	0.8182	0.8182	0.1207	0.1207	0.12075	0.17495	7
"161"	"cec2014"	14	1	15.5	10	8	0.66315	0.72625	0.7767	0.85165	0.6627	0.72795	0.7784	0.853	-85.3447	-69.36435	-56.5622	-37.57605	-85.64155	-69.04775	-56.2335	-37.31675	0.5302	1586.2767	0.0147	0.43405	29.20695	0.65505	0.87935	3.09955	1	0.0916	0.0583	0.0839	1.5486	1.0885	0.70075	0.18	0.1077	0.13905	1.67295	1.28415	0.7707	0.2263	0.13755	0.15775	1.64155	1.4327	0.86735	0.50855	0.32955	1	0.8368	0.2262	-0.4154	0.5466	0.13255	0.97015	0.12315	0.05735	-0.4045	0.9	0.9	0.9091	0.9091	0.1201	0.1201	0.17955	0.15845	1
"162"	"cec2014"	15	1	15.5	10	3	0.6818	0.747	0.8013	0.8756	0.68235	0.74795	0.803	0.8765	-80.60985	-64.10665	-50.3404	-31.5189	-80.6109	-63.95815	-49.9844	-31.3408	0.2026	171199498.7491	18145.34495	2741403.97935	153.88525	0.33785	0.3783	159.88585	0.79705	0.10305	0.08195	0.1004	1.26335	1.0395	0.81785	0.2362	0.14725	0.17375	1.5968	1.35425	0.8454	0.26755	0.16515	0.17565	1.61095	1.5345	0.9481	6.574	61.9831	35	0.6967	67581.8117	5.6306	0.561	0.1004	0.96175	0.0912	0.06765	-0.18325	0.9	0.9	0.0909	0.9091	0.1194	0.1194	1	0.13395	9
"163"	"cec2014"	16	1	15.5	10	6	0.93975	0.9551	0.96335	0.97655	0.9394	0.95365	0.9625	0.9763	-15.26715	-11.3658	-9.2775	-5.9338	-15.3791	-11.75855	-9.51515	-6.01985	-2e-04	1605.00055	1.5788e-06	1e-04	21.10725	-0.0012	-3e-04	31.26345	-0.0039	0.1	0.1	0.1	1	1	1	0.25	0.2513	0.25045	0.99475	0.9985	1.00225	0.5005	0.49855	0.50115	1.0039	1.0016	0.99605	0.00255	4.2986	7.5	0.80885	7e-04	-2.8579	0.661	0.05115	0.9183	0.0542	0.11515	-0.593	0.9	0.9	0.8182	0.9091	0.11875	0.11875	0.11875	0.108	6
"164"	"cec2014"	17	1	15.5	10	24	0.92655	0.9339	0.94975	0.97055	0.92735	0.9326	0.94965	0.9711	-18.60755	-16.7406	-12.72755	-7.45865	-18.42995	-17.0974	-12.77555	-7.3472	0.0299	3414854382.3615	163940.82675	8130530.21415	46.8952	0.84315	0.1942	222.92295	1	0.1	0.06185	0.1	1.6178	1	0.6181	0.25	0.081	0.0853	3.0865	2.9319	0.9279	0.4488	0.0622	0.0321	7.1592	13.82665	1.91605	2.1286	5.54525	15	0.76155	7109709.4323	7.2322	0.55985	0.06745	0.94265	0.07205	0.0938	-0.2873	0.9	0.9	0.0909	0.9091	0.11985	0.11985	1	0.11225	3
"165"	"cec2014"	18	1	15.5	10	21	0.90245	0.9029	0.90895	0.9245	0.90315	0.90275	0.9088	0.9236	-24.7128	-24.5992	-23.0712	-19.126	-24.5862	-24.6784	-23.1417	-19.38255	0.111	6899946938.02135	102250.8424	25096241.44585	242.7768	0.4204	0.701	620.2007	1	0.1	0.0741	0.1	1.35035	1	0.74825	0.25	0.13255	0.1436	1.8859	1.7406	0.9029	0.40395	0.11785	0.20495	3.42355	1.9599	0.5699	0.9469	0.80295	7.5	0.8267	17875255.259	7.5325	0.5572	0.07045	0.9525	0.06475	0.08215	-0.4136	0.9	0.9	0.0909	0.9091	0.1195	0.1195	1	0.1231	10
"166"	"cec2014"	19	1	15.5	10	9	0.83445	0.85885	0.88305	0.91795	0.8351	0.85975	0.8829	0.9179	-41.9505	-35.77095	-29.62665	-20.78255	-41.85205	-35.59395	-29.7092	-20.8479	0.63395	9045.88955	0.2738	110.94225	402.78115	0.68745	0.9084	1234.8122	0.99825	0.0814	0.04955	0.0774	1.65495	1.06085	0.64675	0.13295	0.06305	0.06115	2.09255	2.1951	1.0318	0.15965	0.11355	0.0785	1.39885	2.022	1.4474	1.47575	1.7102	18	0.70635	15.3528	1.4464	0.547	0.0761	0.9515	0.0827	0.08145	-0.2993	0.9	0.9	0.0909	0.8182	0.121	0.121	0.9995	0.165	10
"167"	"cec2014"	20	1	15.5	10	21	0.9495	0.96135	0.96305	0.96525	0.95085	0.96195	0.9633	0.9652	-12.79785	-9.7829	-9.35385	-8.8021	-12.4853	-9.6548	-9.3172	-8.8355	0.16725	14177876756.5293	476929.28115	100032763.3713	190.0894	0.6757	0.4932	391.24005	1	0.1	0.0561	0.1	1.7817	1	0.5612	0.25	0.092	0.083	2.7174	3.0122	1.1094	0.3577	0.08655	0.03365	4.09955	10.54555	2.53895	1.61395	2.3887	18	0.7688	32547116.0553	7.8729	0.5624	0.0581	0.94125	0.0651	0.09605	-0.30765	0.9	0.9	0.0909	0.9091	0.11985	0.11985	1	0.1302	8
"168"	"cec2014"	21	1	15.5	10	1	0.92815	0.94405	0.94525	0.9494	0.92885	0.94545	0.94495	0.94955	-18.1949	-14.1698	-13.87255	-12.8167	-18.05175	-13.843	-13.97085	-12.8101	0.71005	6001663962.4485	241950.5907	87374021.52605	356.8949	0.89865	0.81305	333.88695	1	0.10005	0.0416	0.1012	2.4184	0.9901	0.4094	0.253	0.0563	0.1511	4.4691	1.65665	0.3664	0.0799	0.07845	0.07555	1.01565	1.03695	1.0376	1.5625	2.0197	17	0.75225	9596156.71065	7.34235	0.54745	0.07125	0.9425	0.07345	0.09395	-0.25965	0.9	0.9	0.0909	0.8182	0.11965	0.11965	1	0.1685	2
"169"	"cec2014"	22	1	15.5	10	20	0.87645	0.88815	0.897	0.9154	0.87705	0.8877	0.89765	0.9151	-31.2994	-28.3346	-26.0883	-21.43225	-31.20135	-28.504	-25.9778	-21.5373	0.34725	3562437.1029	200.1438	84439.8225	414.06435	0.44495	0.599	495.331	0.9162	0.1007	0.0712	0.1022	1.41185	0.9843	0.6996	0.2157	0.0939	0.08285	2.3153	2.6167	1.1199	0.18075	0.13135	0.0986	1.3749	1.85005	1.33305	4.2751	22.06535	49.5	0.61005	243.9986	3.7788	0.55235	0.0727	0.95085	0.0673	0.0837	-0.2052	0.9	0.9	0.0909	0.9091	0.11935	0.11935	1	0.1466	1
"170"	"cec2014"	23	1	15.5	10	21	0.7932	0.8292	0.8545	0.89095	0.79095	0.82775	0.8531	0.88955	-52.3885	-43.26365	-36.8655	-27.6249	-53.05275	-43.70235	-37.2845	-28.04425	0.49385	6924.6898	0.51255	34.69025	68.07185	0.6078	0.842	11.81555	0.97855	0.1101	0.05455	0.1024	2.01155	1.07735	0.52675	0.21145	0.1161	0.1268	1.83075	1.63545	0.9159	0.21225	0.1283	0.12245	1.64095	1.7281	1.0524	1.1288	0.95305	4	0.8109	7.6893	1.1862	0.5521	0.102	0.96105	0.09305	0.0707	-0.3532	0.9	0.9	0.0909	0.9091	0.12145	0.12145	0.9969	0.15695	1
"171"	"cec2014"	24	1	15.5	10	3	0.72495	0.76825	0.80845	0.8737	0.71715	0.7626	0.80415	0.87265	-69.6792	-58.7048	-48.51915	-31.99575	-71.76885	-60.2709	-49.70875	-32.32025	0.5496	3083.1903	0.1219	4.3842	35.36395	0.8511	0.5818	12.57215	0.88775	0.10705	0.0759	0.1041	1.41215	1.0306	0.73065	0.1956	0.11695	0.16595	1.6807	1.19085	0.70895	0.10975	0.0877	0.10025	1.25515	1.0877	0.87695	2.6634	7.1783	6.5	0.76305	0.2914	-0.1151	0.543	0.0989	0.96045	0.0924	0.0697	-0.2125	0.9	0.9	0.0909	0.9091	0.12175	0.12175	0.9418	0.1606	3
"172"	"cec2014"	25	1	15.5	10	21	0.88385	0.9008	0.9161	0.9391	0.88	0.89875	0.914	0.93735	-29.42595	-25.12835	-21.26405	-15.43605	-30.4608	-25.69965	-21.83825	-15.8937	0.0077	3018.1441	0.0171	0.3106	17.35005	0.8068	0.19765	57.7765	0.9955	0.1	0.0652	0.1	1.5326	1	0.6525	0.25	0.1051	0.1426	2.37815	1.75285	0.72965	0.47465	0.0817	0.1284	5.83315	3.71435	0.63485	1.9135	4.65845	7	0.795	0.6092	0.1051	0.5484	0.08425	0.9545	0.0793	0.0792	-0.32665	0.9	0.9	0.7273	0.9091	0.1208	0.1208	0.7214	0.1111	4
"173"	"cec2014"	26	1	15.5	10	10	0.7576	0.83755	0.8921	0.9372	0.75755	0.83635	0.8908	0.93625	-61.40405	-41.154	-27.3365	-15.91515	-61.5381	-41.5369	-27.7193	-16.18055	0.36295	3498.0107	0.12085	5.4581	47.08485	0.57395	0.45545	7.45405	0.70765	0.0573	0.05015	0.0539	1.15315	1.0756	0.92955	0.2052	0.1619	0.1875	1.2675	1.0986	0.86245	0.3165	0.1622	0.1768	1.95055	1.7961	0.91295	2.5659	7.6808	9	0.76765	1.1616	0.4454	0.56405	0.08345	0.95005	0.08185	0.08275	-0.26985	0.9	0.9	0.0909	0.9091	0.12	0.12	0.96755	0.1466	4
"174"	"cec2014"	27	1	15.5	10	10	0.8601	0.87385	0.90435	0.94725	0.85675	0.87065	0.90175	0.94695	-35.44535	-31.9477	-24.2393	-13.37365	-36.3518	-32.8367	-24.9352	-13.4748	0.35175	9115.05675	6.0582	42.66585	6.7162	0.72205	0.46585	79.97985	0.8714	0.0626	0.0512	0.0586	1.24505	1.0682	0.86485	0.1296	0.0983	0.10325	1.33665	1.26105	0.94165	0.22605	0.13745	0.12455	1.65485	1.81725	1.11135	2.23155	6.5193	12	0.7464	10.1393	1.3664	0.54165	0.0716	0.94635	0.0748	0.08695	-0.2938	0.9	0.9	0.0909	0.9091	0.1218	0.1218	0.9993	0.1463	3
"175"	"cec2014"	28	1	15.5	10	13	1.0079	0.9979	0.9888	0.9779	1.01965	1.0027	0.99155	0.97895	1.99685	-0.52955	-2.8462	-5.5982	4.98585	0.67935	-2.145	-5.3504	0.102	10158.22195	3.9461	30.5627	7.73565	0.1454	0.10725	6.50865	0.16135	0.0967	0.067	0.09445	1.44345	1.04095	0.7205	0.1363	0.1009	0.12575	1.3497	1.0863	0.8139	0.1083	0.08215	0.08775	1.3186	1.2355	0.9237	45.38825	2680.34985	4.5	0.81105	8.4319	1.2062	0.5456	0.06005	0.93805	0.07345	0.09705	-0.1131	0.9	0.9	0.0909	0.9091	0.1204	0.1204	0.99985	0.11975	7
"176"	"cec2014"	29	1	15.5	10	9	0.96925	0.98725	0.99105	0.99375	0.96945	0.989	0.99145	0.9941	-7.79345	-3.23085	-2.27105	-1.58645	-7.7526	-2.7829	-2.17345	-1.4901	0.58765	880976731.9168	96004.25425	6879538.41525	71.5543	0.80135	0.6075	13.9747	0.85485	0.06825	0.05495	0.0683	1.23235	0.99825	0.80875	0.1142	0.0887	0.1054	1.27935	1.0849	0.84165	0.1431	0.10545	0.1179	1.3633	1.21485	0.8984	2.33365	7.81025	6.5	0.77185	1233363.4979	6.4314	0.531	0.0584	0.92755	0.09555	0.10695	-0.28905	0.9	0.9	0.0909	0.8182	0.1201	0.1201	1	0.16185	1
"177"	"cec2014"	30	1	15.5	10	1	0.9029	0.92305	0.9391	0.96285	0.90005	0.92175	0.94015	0.96285	-24.60285	-19.50065	-15.42365	-9.4116	-25.3747	-19.8643	-15.1842	-9.4337	0.5519	170755984.08015	174570.6732	2064877.55065	12.19255	0.78685	0.582	31.08495	0.88205	0.103	0.04825	0.101	2.16295	1.02655	0.47935	0.14985	0.0977	0.129	1.5362	1.15555	0.74855	0.1249	0.1136	0.11455	1.0911	1.0865	0.99475	2.937	12.0202	13	0.7353	234622.8848	5.7608	0.54395	0.06225	0.9336	0.0741	0.10065	-0.2348	0.9	0.9	0.0909	0.8182	0.12145	0.12145	1	0.16105	4
"178"	"cec2015"	1	1	15.5	10	2	0.87035	0.89575	0.9169	0.9413	0.8697	0.89575	0.9169	0.9412	-32.8433	-26.4094	-21.06255	-14.8797	-33.07255	-26.4632	-21.10285	-14.9224	0.40195	15907401001.1198	679987.0797	169876970.2931	251.60985	0.65425	0.75695	512.17045	1	0.1	0.0637	0.1003	1.57015	0.9975	0.6341	0.2744	0.1047	0.09375	2.63275	2.94475	1.1332	0.25835	0.0936	0.0957	2.79395	2.6572	0.9889	1.53705	2.1064	14	0.77865	32547116.0553	7.8729	0.55705	0.07535	0.94925	0.06955	0.0847	-0.31225	0.9	0.9	0.0909	0.9091	0.11955	0.11955	1	0.1513	9
"179"	"cec2015"	2	1	15.5	10	1	0.70325	0.7621	0.8097	0.87865	0.69895	0.75955	0.80875	0.8786	-75.17705	-60.27455	-48.22095	-30.74035	-76.41035	-61.05645	-48.5488	-30.81555	0.80045	90964240046.8426	6802829.27865	566734290.02635	82.5131	0.8638	0.93975	5.81675	1	0.0724	0.0412	0.0647	1.7722	1.1212	0.63125	0.1227	0.0745	0.0914	1.6742	1.34215	0.80705	0.12605	0.09695	0.1014	1.31805	1.22995	0.937	0.6126	-0.062	1	0.82115	112993393.8033	8.2933	0.52995	0.11695	0.9655	0.10705	0.0633	-0.34475	0.9	0.9	0.0909	0.8182	0.11995	0.11995	1	0.17355	2
"180"	"cec2015"	3	1	15.5	10	5	1.00285	1.00045	0.99905	1	1.00255	1.00085	0.9992	0.9996	0.72515	0.1095	-0.22985	-0.0095	0.6454	0.21635	-0.19535	-0.1082	-3e-04	321.6925	1.93555e-06	1e-04	28.70825	-0.00035	-0.00025	24.01605	-0.00175	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50325	0.50145	0.5005	1.00405	0.9983	1.0015	-0.6353	0.5253	1	0.8686	0.0016	-2.5576	0.6656	0.04585	0.9112	0.0476	0.124	-0.65505	0.9	0.9	0.8182	0.9091	0.1209	0.1209	0.1209	0.10995	3
"181"	"cec2015"	4	1	15.5	10	12	0.7153	0.7606	0.80095	0.8649	0.7138	0.76005	0.80135	0.8655	-72.1249	-60.6426	-50.42545	-34.2279	-72.61205	-60.89985	-50.4148	-34.14045	0.6169	685.4537	0.01035	0.7538	74.06305	0.68895	0.85775	3.14835	0.92735	0.09455	0.0729	0.0906	1.29325	1.0533	0.8133	0.18015	0.1287	0.1555	1.38855	1.15785	0.82945	0.19765	0.1525	0.17805	1.29055	1.11185	0.86855	0.7622	0.8042	1	0.8488	0.28485	-0.3153	0.5806	0.0972	0.95745	0.08305	0.07355	-0.39905	0.9	0.9	0.8182	0.8182	0.121	0.121	0.2308	0.16375	4
"182"	"cec2015"	5	1	15.5	10	6	0.97255	0.97745	0.98335	0.9861	0.97185	0.97735	0.98295	0.9858	-6.9446	-5.7092	-4.21365	-3.5174	-7.1418	-5.747	-4.33685	-3.61535	0.02115	4536.0599	0.0329	0.84135	26.64415	0.02885	0.02835	31.8143	0.0405	0.1	0.1	0.1	1	1	1	0.25	0.25025	0.2501	0.999	0.9995	1.0005	0.45535	0.449	0.4593	1.01315	0.99435	0.97895	-0.0354	-0.0657	1	0.87005	4.4223	0.8659	0.6645	0.04645	0.9142	0.04965	0.12085	-0.6154	0.9	0.9	0.0909	0.9091	0.12205	0.12205	0.92145	0.1129	9
"183"	"cec2015"	6	1	15.5	10	7	0.8831	0.90105	0.9132	0.941	0.8821	0.9014	0.9133	0.94055	-29.61715	-25.06835	-22.00075	-14.94175	-29.93745	-25.0338	-22.0115	-15.08895	0.87515	10047593470.8222	252585.48745	148684443.97525	585.88865	0.93715	0.93885	730.6597	1	0.1201	0.02285	0.111	5.30575	1.081	0.2061	0.02775	0.03155	0.0392	0.87045	0.7119	0.80315	0.0328	0.0339	0.03325	0.9702	0.9827	1.01645	1.06005	0.34275	22	0.73755	15566543.5927	7.4925	0.53365	0.07125	0.94575	0.0797	0.0891	-0.2702	0.9	0.9	0.0909	0.8182	0.12115	0.12115	1	0.17885	1
"184"	"cec2015"	7	1	15.5	10	7	0.81305	0.84805	0.8806	0.9219	0.81175	0.8468	0.87955	0.9212	-47.35965	-38.5061	-30.2478	-19.78415	-47.7803	-38.87165	-30.5643	-20.00435	0.57085	7534.48105	0.1809	100.2792	553.50055	0.7469	0.73595	478.1586	0.96315	0.0822	0.04345	0.07225	1.9081	1.13255	0.59015	0.14195	0.0678	0.0599	2.14105	2.38355	1.09785	0.14995	0.1017	0.0774	1.4833	1.90255	1.30795	2.22915	6.0572	14	0.70775	9.2463	1.3664	0.534	0.0798	0.9537	0.0847	0.0787	-0.26375	0.9	0.9	0.0909	0.8182	0.1202	0.1202	0.9996	0.1626	4
"185"	"cec2015"	8	1	15.5	10	13	0.92595	0.94755	0.9522	0.9568	0.9269	0.94805	0.95265	0.9567	-18.76125	-13.29245	-12.1025	-10.95125	-18.56055	-13.18295	-12.01405	-10.99205	0.5936	5031691266.94155	152641.89805	65168547.89655	429.0031	0.8909	0.703	235.70025	1	0.1	0.0473	0.1001	2.1136	0.9988	0.47165	0.34765	0.0702	0.169	4.90895	2.06805	0.4242	0.12875	0.07255	0.0894	1.7604	1.39495	0.814	1.8114	3.29185	16	0.7577	9375015.0151	7.3123	0.55095	0.0643	0.94165	0.0689	0.09485	-0.25865	0.9	0.9	0.0909	0.8182	0.1205	0.1205	1	0.1616	6
"186"	"cec2015"	9	1	15.5	10	6	0.72225	0.79745	0.86515	0.949	0.723	0.79795	0.864	0.94805	-70.3629	-51.30415	-34.16055	-12.9285	-70.28105	-51.2636	-34.5167	-13.1864	0.7101	2799.8486	1.48485	12.0883	8.0282	0.8047	0.71365	32.14155	0.8345	0.0483	0.0312	0.0443	1.5387	1.0818	0.7076	0.0953	0.07275	0.0846	1.31485	1.13175	0.86765	0.12265	0.07985	0.0713	1.543	1.71955	1.1223	0.4046	-1.20105	10	0.75915	3.5119	0.8258	0.5568	0.074	0.9412	0.0813	0.09025	-0.33805	0.9	0.9	0.0909	0.8182	0.1213	0.1213	0.9839	0.1698	1
"187"	"cec2015"	10	1	15.5	10	21	0.9256	0.9404	0.9443	0.95085	0.92535	0.94	0.94365	0.9502	-18.85015	-15.10305	-14.1069	-12.45295	-18.94585	-15.2317	-14.3005	-12.64395	0.6221	4557533380.2992	1113439.01435	49584754.60335	45.71985	0.9146	0.6905	39.324	0.98605	0.1043	0.0452	0.1045	2.29335	0.994	0.43235	0.2771	0.06105	0.15625	4.51685	1.7317	0.40865	0.0778	0.07345	0.0757	1.07485	1.04325	0.96355	2.14085	5.54255	15	0.7464	7445122.9108	7.2322	0.546	0.0688	0.9442	0.07845	0.0925	-0.25335	0.9	0.9	0.0909	0.8182	0.1195	0.1195	1	0.1643	7
